example_id,query_idx,query_type,doc_idx,n_docs,doc_position,doc_len,attention_mass,attention_mass_ratio,attention_density
0,25,unrelated,6,10,0.6666666666666666,121,0.08526976406574249,0.08526976406574249,0.0007047087939317561
0,25,unrelated,7,10,0.7777777777777778,301,0.2207229733467102,0.2207229733467102,0.0007332989147731236
0,25,unrelated,8,10,0.8888888888888888,84,0.11170799285173416,0.11170799285173416,0.0013298570577587401
0,25,unrelated,9,10,1.0,83,0.260646790266037,0.260646790266037,0.003140322774289602
0,26,unrelated,0,10,0.0,50,0.030481448397040367,0.030481448397040367,0.0006096289679408073
0,26,unrelated,1,10,0.1111111111111111,92,0.034248918294906616,0.034248918294906616,0.0003722708510315937
0,26,unrelated,2,10,0.2222222222222222,76,0.04043285548686981,0.04043285548686981,0.0005320112564061818
0,26,unrelated,3,10,0.3333333333333333,98,0.05722719430923462,0.05722719430923462,0.0005839509623391288
0,26,unrelated,4,10,0.4444444444444444,52,0.02987765520811081,0.02987765520811081,0.0005745702924636694
0,26,unrelated,5,10,0.5555555555555556,214,0.12426384538412094,0.12426384538412094,0.0005806721746921539
0,26,unrelated,6,10,0.6666666666666666,121,0.0915595069527626,0.0915595069527626,0.000756690140105476
0,26,unrelated,7,10,0.7777777777777778,301,0.2220456302165985,0.2220456302165985,0.0007376931236431844
0,26,unrelated,8,10,0.8888888888888888,84,0.11045891046524048,0.11045891046524048,0.0013149870293481009
