example_id,main_idx,sub_idx,doc_len,selected_count,rank,rank_pct,position,doc_position,importance_score,key_token_rel_delta,value_token_rel_delta,value_over_key_delta
1,0,0,2105,196,21,0.10459183673469388,1964,1172,25.75,0.18907997012138367,1.0208619832992554,5.399101674484577
1,0,0,2105,196,22,0.1096938775510204,844,52,24.875,0.15142948925495148,0.817509651184082,5.398615918213251
1,0,0,2105,196,23,0.11479591836734694,935,143,24.875,0.17781974375247955,0.98670893907547,5.54892791007164
1,0,0,2105,196,24,0.11989795918367346,1011,219,24.875,0.18514803051948547,1.0023404359817505,5.413724537949367
1,0,0,2105,196,25,0.125,2015,1223,24.875,0.17708837985992432,0.8949940800666809,5.053940189466757
1,0,0,2105,196,26,0.13010204081632654,942,150,23.75,0.16375763714313507,0.7995453476905823,4.882491965775275
1,0,0,2105,196,27,0.13520408163265307,1969,1177,23.75,0.1652219593524933,0.735994279384613,4.45457905392557
1,0,0,2105,196,28,0.14030612244897958,849,57,22.625,0.13725271821022034,0.23703067004680634,1.726965215231921
1,0,0,2105,196,29,0.14540816326530612,2020,1228,22.625,0.16867510974407196,0.36952853202819824,2.1907709595487277
1,0,0,2105,196,30,0.15051020408163265,1161,369,22.5,0.18522749841213226,1.0203723907470703,5.508752207359768
1,0,0,2105,196,31,0.1556122448979592,1965,1173,21.75,0.1699656844139099,0.4352567493915558,2.5608507440186186
1,0,0,2105,196,32,0.16071428571428573,1018,226,21.625,0.16690699756145477,0.562571108341217,3.37056634267661
1,0,0,2105,196,33,0.16581632653061223,1496,704,21.125,0.1865108460187912,1.0032868385314941,5.379241260988288
1,0,0,2105,196,34,0.17091836734693877,943,151,21.0,0.15984441339969635,0.8299249410629272,5.192079744335386
1,0,0,2105,196,35,0.1760204081632653,1162,370,20.75,0.16911470890045166,0.831364095211029,4.9159774487474674
1,0,0,2105,196,36,0.18112244897959184,1159,367,19.75,0.18179574608802795,2.327916383743286,12.805120217737507
1,0,0,2105,196,37,0.18622448979591838,1116,324,19.625,0.174468532204628,0.9527252316474915,5.460728187502677
1,0,0,2105,196,38,0.1913265306122449,944,152,19.25,0.16292162239551544,0.742198646068573,4.555556439661671
1,0,0,2105,196,39,0.19642857142857142,2012,1220,19.25,0.17673464119434357,1.9871963262557983,11.243954851269729
1,0,0,2105,196,40,0.20153061224489796,1020,228,19.0,0.18030297756195068,0.9333450794219971,5.176537248787977
1,0,0,2105,196,41,0.2066326530612245,1795,1003,17.25,0.1585596203804016,1.359238624572754,8.572413463801324
1,0,0,2105,196,42,0.21173469387755103,1978,1186,17.125,0.16332244873046875,0.4363767206668854,2.6718722628532623
1,0,0,2105,196,43,0.21683673469387754,1882,1090,16.75,0.16824887692928314,0.39354243874549866,2.339049424434315
1,0,0,2105,196,44,0.22193877551020408,1808,1016,16.625,0.16112667322158813,0.3975328207015991,2.4672067805460625
1,0,0,2105,196,45,0.22704081632653061,1019,227,15.9375,0.17917655408382416,1.0548630952835083,5.887283080486772
1,0,0,2105,196,46,0.23214285714285715,1504,712,15.6875,0.1755962371826172,1.1431502103805542,6.510106530273691
1,0,0,2105,196,47,0.2372448979591837,848,56,15.0,0.14672477543354034,0.7688111066818237,5.239817913538538
1,0,0,2105,196,48,0.2423469387755102,1879,1087,15.0,0.1775260865688324,2.5775399208068848,14.519217826575437
1,0,0,2105,196,49,0.24744897959183673,2019,1227,15.0,0.1717374622821808,0.8620436191558838,5.019543247555653
1,0,0,2105,196,50,0.25255102040816324,940,148,14.9375,0.1570022851228714,1.0707075595855713,6.81969411299209
1,0,0,2105,196,51,0.2576530612244898,1511,719,14.875,0.16951750218868256,0.5282493829727173,3.1161937625864122
1,0,0,2105,196,52,0.2627551020408163,1976,1184,14.875,0.15535400807857513,0.5865137577056885,3.7753371474346866
1,0,0,2105,196,53,0.26785714285714285,1016,224,14.75,0.17083963751792908,0.9474949836730957,5.546107434043888
1,0,0,2105,196,54,0.2729591836734694,1513,721,14.75,0.16952668130397797,0.5826528072357178,3.4369386739042405
