example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
162,1,qk_frequency_per_chunk,0.15,142,21,8
162,1,qk_mean_score_per_chunk,0.15,142,21,8
162,2,qk_frequency_per_chunk,0.15,139,20,8
162,2,qk_mean_score_per_chunk,0.15,139,20,8
162,3,qk_frequency_per_chunk,0.15,79,11,8
162,3,qk_mean_score_per_chunk,0.15,79,11,8
162,4,qk_frequency_per_chunk,0.15,37,5,8
162,4,qk_mean_score_per_chunk,0.15,37,5,8
162,5,qk_frequency_per_chunk,0.15,108,16,8
162,5,qk_mean_score_per_chunk,0.15,108,16,8
162,6,qk_frequency_per_chunk,0.15,119,17,8
162,6,qk_mean_score_per_chunk,0.15,119,17,8
162,7,qk_frequency_per_chunk,0.15,119,17,8
162,7,qk_mean_score_per_chunk,0.15,119,17,8
162,8,qk_frequency_per_chunk,0.15,167,25,8
162,8,qk_mean_score_per_chunk,0.15,167,25,8
162,9,qk_frequency_per_chunk,0.15,118,17,8
162,9,qk_mean_score_per_chunk,0.15,118,17,8
163,0,qk_frequency_per_chunk,0.15,170,25,8
163,0,qk_mean_score_per_chunk,0.15,170,25,8
163,1,qk_frequency_per_chunk,0.15,113,16,8
163,1,qk_mean_score_per_chunk,0.15,113,16,8
163,2,qk_frequency_per_chunk,0.15,102,15,8
163,2,qk_mean_score_per_chunk,0.15,102,15,8
163,3,qk_frequency_per_chunk,0.15,184,27,8
163,3,qk_mean_score_per_chunk,0.15,184,27,8
163,4,qk_frequency_per_chunk,0.15,57,8,8
163,4,qk_mean_score_per_chunk,0.15,57,8,8
163,5,qk_frequency_per_chunk,0.15,109,16,8
163,5,qk_mean_score_per_chunk,0.15,109,16,8
163,6,qk_frequency_per_chunk,0.15,179,26,8
163,6,qk_mean_score_per_chunk,0.15,179,26,8
163,7,qk_frequency_per_chunk,0.15,153,22,8
163,7,qk_mean_score_per_chunk,0.15,153,22,8
163,8,qk_frequency_per_chunk,0.15,88,13,8
163,8,qk_mean_score_per_chunk,0.15,88,13,8
163,9,qk_frequency_per_chunk,0.15,126,18,8
163,9,qk_mean_score_per_chunk,0.15,126,18,8
